timestamp,key,action
2026-01-11 22:54:41.058267,4533754430355704141,1
2026-01-11 22:54:41.229531,72,1
2026-01-11 22:54:41.277800,4533754430355704141,0
2026-01-11 22:54:41.404345,104,0
2026-01-11 22:54:42.722695,-7218085767767622603,1
2026-01-11 22:54:42.851041,-7218085767767622603,0
2026-01-11 22:54:43.152203,4533754430355704141,1
2026-01-11 22:54:43.294926,73,1
2026-01-11 22:54:43.422011,4533754430355704141,0
2026-01-11 22:54:43.439776,1333867602347754102,1
2026-01-11 22:54:43.446479,105,0
2026-01-11 22:54:43.611984,108,1
2026-01-11 22:54:43.660859,1333867602347754102,0
2026-01-11 22:54:43.788889,105,1
2026-01-11 22:54:43.836270,108,0
2026-01-11 22:54:43.918255,105,0
2026-01-11 22:54:44.025612,107,1
2026-01-11 22:54:44.089826,101,1
2026-01-11 22:54:44.125773,107,0
2026-01-11 22:54:44.249008,1333867602347754102,1
2026-01-11 22:54:44.249008,101,0
2026-01-11 22:54:44.360570,1333867602347754102,0
2026-01-11 22:54:44.409783,107,1
2026-01-11 22:54:44.505006,107,0
2026-01-11 22:54:44.615428,105,1
2026-01-11 22:54:44.715912,105,0
2026-01-11 22:54:44.762757,116,1
2026-01-11 22:54:44.821340,116,0
2026-01-11 22:54:44.897760,116,1
2026-01-11 22:54:44.980268,116,0
2026-01-11 22:54:45.506722,105,1
2026-01-11 22:54:45.715080,105,0
2026-01-11 22:54:45.928850,101,1
2026-01-11 22:54:46.029019,101,0
2026-01-11 22:54:46.108233,115,1
2026-01-11 22:54:46.255224,115,0
2026-01-11 22:54:46.285921,1333867602347754102,1
2026-01-11 22:54:46.445924,1333867602347754102,0
2026-01-11 22:54:46.521453,116,1
2026-01-11 22:54:46.640181,104,1
2026-01-11 22:54:46.654318,116,0
2026-01-11 22:54:46.765398,104,0
2026-01-11 22:54:46.901549,101,1
2026-01-11 22:54:47.030176,101,0
2026-01-11 22:54:47.407211,121,1
2026-01-11 22:54:47.537193,121,0
2026-01-11 22:54:47.584498,1333867602347754102,1
2026-01-11 22:54:47.679092,97,1
2026-01-11 22:54:47.731805,1333867602347754102,0
2026-01-11 22:54:47.854879,114,1
2026-01-11 22:54:47.869835,97,0
2026-01-11 22:54:47.949084,101,1
2026-01-11 22:54:48.029930,114,0
2026-01-11 22:54:48.060907,1333867602347754102,1
2026-01-11 22:54:48.110354,101,0
2026-01-11 22:54:48.234652,1333867602347754102,0
2026-01-11 22:54:48.302327,118,1
2026-01-11 22:54:48.426071,101,1
2026-01-11 22:54:48.442780,118,0
2026-01-11 22:54:48.539634,114,1
2026-01-11 22:54:48.602518,101,0
2026-01-11 22:54:48.680129,114,0
2026-01-11 22:54:48.808052,121,1
2026-01-11 22:54:48.921589,121,0
2026-01-11 22:54:48.921589,1333867602347754102,1
2026-01-11 22:54:49.066305,112,1
2026-01-11 22:54:49.134098,1333867602347754102,0
2026-01-11 22:54:49.203074,114,1
2026-01-11 22:54:49.251907,112,0
2026-01-11 22:54:49.282404,101,1
2026-01-11 22:54:49.360494,114,0
2026-01-11 22:54:49.443178,101,0
2026-01-11 22:54:49.694173,116,1
2026-01-11 22:54:49.853165,116,0
2026-01-11 22:54:49.869328,116,1
2026-01-11 22:54:50.010936,116,0
2026-01-11 22:54:50.169625,121,1
2026-01-11 22:54:50.312644,121,0
2026-01-11 22:54:50.471286,1333867602347754102,1
2026-01-11 22:54:50.617910,1333867602347754102,0
2026-01-11 22:54:50.647147,4533754430355704141,1
2026-01-11 22:54:50.789087,73,1
2026-01-11 22:54:50.884916,4533754430355704141,0
2026-01-11 22:54:50.947952,105,0
2026-01-11 22:54:50.949020,1333867602347754102,1
2026-01-11 22:54:51.098228,1333867602347754102,0
2026-01-11 22:54:51.186570,104,1
2026-01-11 22:54:51.313057,97,1
2026-01-11 22:54:51.333020,104,0
2026-01-11 22:54:51.425615,97,0
2026-01-11 22:54:51.521682,118,1
2026-01-11 22:54:51.654250,118,0
2026-01-11 22:54:51.709447,101,1
2026-01-11 22:54:51.820083,101,0
2026-01-11 22:54:51.846276,1333867602347754102,1
2026-01-11 22:54:52.043281,1333867602347754102,0
2026-01-11 22:54:52.075178,97,1
2026-01-11 22:54:52.200776,97,0
2026-01-11 22:54:52.280399,1333867602347754102,1
2026-01-11 22:54:52.454437,1333867602347754102,0
2026-01-11 22:54:52.708980,99,1
2026-01-11 22:54:52.820748,99,0
2026-01-11 22:54:52.881286,97,1
2026-01-11 22:54:53.035256,97,0
2026-01-11 22:54:53.046206,116,1
2026-01-11 22:54:53.164586,116,0
2026-01-11 22:54:53.176842,1333867602347754102,1
2026-01-11 22:54:53.301035,1333867602347754102,0
2026-01-11 22:54:53.375579,104,1
2026-01-11 22:54:53.519258,101,1
2026-01-11 22:54:53.527505,104,0
2026-01-11 22:54:53.641247,101,0
2026-01-11 22:54:53.677103,1333867602347754102,1
2026-01-11 22:54:53.806290,1333867602347754102,0
2026-01-11 22:54:54.127118,105,1
2026-01-11 22:54:54.219903,115,1
2026-01-11 22:54:54.270552,105,0
2026-01-11 22:54:54.344219,115,0
2026-01-11 22:54:54.360907,1333867602347754102,1
2026-01-11 22:54:54.525355,1333867602347754102,0
2026-01-11 22:54:54.850600,49,1
2026-01-11 22:54:54.962468,50,1
2026-01-11 22:54:55.045127,49,0
2026-01-11 22:54:55.119900,50,0
2026-01-11 22:54:55.145406,1333867602347754102,1
2026-01-11 22:54:55.308464,1333867602347754102,0
2026-01-11 22:54:55.595262,121,1
2026-01-11 22:54:55.689196,121,0
2026-01-11 22:54:55.976482,101,1
2026-01-11 22:54:56.099464,101,0
2026-01-11 22:54:56.159225,97,1
2026-01-11 22:54:56.347518,114,1
2026-01-11 22:54:56.352111,97,0
2026-01-11 22:54:56.496063,114,0
2026-01-11 22:54:56.551730,115,1
2026-01-11 22:54:56.733076,115,0
2026-01-11 22:54:56.764671,1333867602347754102,1
2026-01-11 22:54:56.924780,1333867602347754102,0
2026-01-11 22:54:56.934910,97,1
2026-01-11 22:54:57.054646,97,0
2026-01-11 22:54:57.466772,-7218085767767622603,1
2026-01-11 22:54:57.549444,-7218085767767622603,0
2026-01-11 22:54:57.734445,111,1
2026-01-11 22:54:57.814175,111,0
2026-01-11 22:54:57.898177,108,1
2026-01-11 22:54:57.989872,100,1
2026-01-11 22:54:58.025739,108,0
2026-01-11 22:54:58.102233,1333867602347754102,1
2026-01-11 22:54:58.112606,100,0
2026-01-11 22:54:58.228863,97,1
2026-01-11 22:54:58.228863,1333867602347754102,0
2026-01-11 22:54:58.309322,110,1
2026-01-11 22:54:58.356242,97,0
2026-01-11 22:54:58.467783,110,0
2026-01-11 22:54:58.500088,100,1
2026-01-11 22:54:58.509875,1333867602347754102,1
2026-01-11 22:54:58.581488,100,0
2026-01-11 22:54:58.645829,1333867602347754102,0
2026-01-11 22:54:58.939696,104,1
2026-01-11 22:54:59.057694,104,0
2026-01-11 22:54:59.059886,101,1
2026-01-11 22:54:59.154418,1333867602347754102,1
2026-01-11 22:54:59.185775,101,0
2026-01-11 22:54:59.297229,108,1
2026-01-11 22:54:59.313134,1333867602347754102,0
2026-01-11 22:54:59.440605,105,1
2026-01-11 22:54:59.472335,108,0
2026-01-11 22:54:59.573436,105,0
2026-01-11 22:54:59.671975,107,1
2026-01-11 22:54:59.755731,101,1
2026-01-11 22:54:59.791691,107,0
2026-01-11 22:54:59.872003,101,0
2026-01-11 22:54:59.872003,1333867602347754102,1
2026-01-11 22:54:59.999365,1333867602347754102,0
2026-01-11 22:55:00.022057,116,1
2026-01-11 22:55:00.094780,116,0
2026-01-11 22:55:00.141462,111,1
2026-01-11 22:55:00.274384,1333867602347754102,1
2026-01-11 22:55:00.288558,111,0
2026-01-11 22:55:00.427602,1333867602347754102,0
2026-01-11 22:55:00.444897,115,1
2026-01-11 22:55:00.557536,105,1
2026-01-11 22:55:00.588106,115,0
2026-01-11 22:55:00.686931,105,0
2026-01-11 22:55:00.689139,116,1
2026-01-11 22:55:00.761950,116,0
2026-01-11 22:55:00.777712,1333867602347754102,1
2026-01-11 22:55:00.876385,105,1
2026-01-11 22:55:00.906162,1333867602347754102,0
2026-01-11 22:55:01.000908,105,0
2026-01-11 22:55:01.069549,110,1
2026-01-11 22:55:01.211835,1333867602347754102,1
2026-01-11 22:55:01.214271,110,0
2026-01-11 22:55:01.319132,102,1
2026-01-11 22:55:01.367506,1333867602347754102,0
2026-01-11 22:55:01.414501,114,1
2026-01-11 22:55:01.463617,102,0
2026-01-11 22:55:01.575223,114,0
2026-01-11 22:55:01.624346,111,1
2026-01-11 22:55:01.796034,111,0
2026-01-11 22:55:01.875416,110,1
2026-01-11 22:55:02.018441,116,1
2026-01-11 22:55:02.059694,110,0
2026-01-11 22:55:02.098135,1333867602347754102,1
2026-01-11 22:55:02.145923,116,0
2026-01-11 22:55:02.241606,1333867602347754102,0
2026-01-11 22:55:02.257754,105,1
2026-01-11 22:55:02.432925,105,0
2026-01-11 22:55:02.748566,-7218085767767622603,1
2026-01-11 22:55:02.847694,-7218085767767622603,0
2026-01-11 22:55:03.027555,111,1
2026-01-11 22:55:03.168046,102,1
2026-01-11 22:55:03.183942,111,0
2026-01-11 22:55:03.278359,1333867602347754102,1
2026-01-11 22:55:03.278359,102,0
2026-01-11 22:55:03.392625,116,1
2026-01-11 22:55:03.392625,1333867602347754102,0
2026-01-11 22:55:03.463864,104,1
2026-01-11 22:55:03.485910,116,0
2026-01-11 22:55:03.565612,104,0
2026-01-11 22:55:03.568488,101,1
2026-01-11 22:55:03.663987,1333867602347754102,1
2026-01-11 22:55:03.693208,101,0
2026-01-11 22:55:03.805218,1333867602347754102,0
2026-01-11 22:55:03.892238,102,1
2026-01-11 22:55:03.964831,102,0
2026-01-11 22:55:04.018984,105,1
2026-01-11 22:55:04.173089,114,1
2026-01-11 22:55:04.186741,105,0
2026-01-11 22:55:04.249816,101,1
2026-01-11 22:55:04.345818,114,0
2026-01-11 22:55:04.413175,101,0
2026-01-11 22:55:04.584755,112,1
2026-01-11 22:55:04.698481,112,0
2026-01-11 22:55:04.824398,108,1
2026-01-11 22:55:04.903239,97,1
2026-01-11 22:55:04.951694,108,0
2026-01-11 22:55:05.020416,97,0
2026-01-11 22:55:05.158321,99,1
2026-01-11 22:55:05.255722,99,0
2026-01-11 22:55:05.353250,101,1
2026-01-11 22:55:05.469729,101,0
2026-01-11 22:55:05.476022,1333867602347754102,1
2026-01-11 22:55:05.588540,108,1
2026-01-11 22:55:05.651406,1333867602347754102,0
2026-01-11 22:55:05.702233,108,0
2026-01-11 22:55:05.794689,105,1
2026-01-11 22:55:05.878319,105,0
2026-01-11 22:55:05.970805,107,1
2026-01-11 22:55:06.050398,101,1
2026-01-11 22:55:06.071004,107,0
2026-01-11 22:55:06.161075,101,0
2026-01-11 22:55:06.196090,1333867602347754102,1
2026-01-11 22:55:06.319418,1333867602347754102,0
2026-01-11 22:55:06.591147,97,1
2026-01-11 22:55:06.718060,97,0
2026-01-11 22:55:06.733817,1333867602347754102,1
2026-01-11 22:55:06.881942,1333867602347754102,0
2026-01-11 22:55:07.235965,103,1
2026-01-11 22:55:07.342935,114,1
2026-01-11 22:55:07.423381,103,0
2026-01-11 22:55:07.499000,114,0
2026-01-11 22:55:07.594731,117,1
2026-01-11 22:55:07.706160,117,0
2026-01-11 22:55:07.808339,109,1
2026-01-11 22:55:07.931313,109,0
2026-01-11 22:55:07.994691,112,1
2026-01-11 22:55:08.108773,121,1
2026-01-11 22:55:08.137035,112,0
2026-01-11 22:55:08.270317,121,0
2026-01-11 22:55:08.337148,1333867602347754102,1
2026-01-11 22:55:08.440680,1333867602347754102,0
2026-01-11 22:55:08.663827,111,1
2026-01-11 22:55:08.759928,111,0
2026-01-11 22:55:08.854872,108,1
2026-01-11 22:55:08.972836,108,0
2026-01-11 22:55:08.981808,100,1
2026-01-11 22:55:09.093905,1333867602347754102,1
2026-01-11 22:55:09.109573,100,0
2026-01-11 22:55:09.205459,1333867602347754102,0
2026-01-11 22:55:09.316965,109,1
2026-01-11 22:55:09.449734,109,0
2026-01-11 22:55:09.477383,97,1
2026-01-11 22:55:09.594115,97,0
2026-01-11 22:55:09.611926,110,1
2026-01-11 22:55:09.716136,110,0
2026-01-11 22:55:10.400323,46,1
2026-01-11 22:55:10.488325,46,0
2026-01-11 22:55:10.584340,1333867602347754102,1
2026-01-11 22:55:10.673861,1333867602347754102,0
2026-01-11 22:55:10.902445,4533754430355704141,1
2026-01-11 22:55:11.115433,72,1
2026-01-11 22:55:11.183600,4533754430355704141,0
2026-01-11 22:55:11.262531,101,1
2026-01-11 22:55:11.283497,104,0
2026-01-11 22:55:11.402125,101,0
2026-01-11 22:55:11.408107,1333867602347754102,1
2026-01-11 22:55:11.527600,105,1
2026-01-11 22:55:11.534182,1333867602347754102,0
2026-01-11 22:55:11.663863,115,1
2026-01-11 22:55:11.686655,105,0
2026-01-11 22:55:11.799088,115,0
2026-01-11 22:55:11.840231,1333867602347754102,1
2026-01-11 22:55:11.925718,1333867602347754102,0
2026-01-11 22:55:12.649824,102,1
2026-01-11 22:55:12.767428,114,1
2026-01-11 22:55:12.815057,102,0
2026-01-11 22:55:12.885513,111,1
2026-01-11 22:55:12.928282,114,0
2026-01-11 22:55:12.989993,111,0
2026-01-11 22:55:13.086073,109,1
2026-01-11 22:55:13.186097,109,0
2026-01-11 22:55:13.228795,1333867602347754102,1
2026-01-11 22:55:13.324604,115,1
2026-01-11 22:55:13.356584,1333867602347754102,0
2026-01-11 22:55:13.499936,115,0
2026-01-11 22:55:14.437391,-7218085767767622603,1
2026-01-11 22:55:14.517112,-7218085767767622603,0
2026-01-11 22:55:14.660738,-7218085767767622603,1
2026-01-11 22:55:14.740398,-7218085767767622603,0
2026-01-11 22:55:14.838120,116,1
2026-01-11 22:55:14.914429,114,1
2026-01-11 22:55:15.041118,116,0
2026-01-11 22:55:15.137041,114,0
2026-01-11 22:55:15.312053,-7218085767767622603,1
2026-01-11 22:55:15.407717,-7218085767767622603,0
2026-01-11 22:55:15.470921,-7218085767767622603,1
2026-01-11 22:55:15.581619,-7218085767767622603,0
2026-01-11 22:55:15.629051,1333867602347754102,1
2026-01-11 22:55:15.710347,116,1
2026-01-11 22:55:15.771827,114,1
2026-01-11 22:55:15.818749,1333867602347754102,0
2026-01-11 22:55:15.866288,116,0
2026-01-11 22:55:15.945577,114,0
2026-01-11 22:55:16.486058,-7218085767767622603,1
2026-01-11 22:55:16.566036,-7218085767767622603,0
2026-01-11 22:55:16.725040,104,1
2026-01-11 22:55:16.804373,101,1
2026-01-11 22:55:16.836169,104,0
2026-01-11 22:55:16.934531,101,0
2026-01-11 22:55:16.961672,1333867602347754102,1
2026-01-11 22:55:17.076610,1333867602347754102,0
2026-01-11 22:55:17.106460,115,1
2026-01-11 22:55:17.218333,115,0
2026-01-11 22:55:17.329814,116,1
2026-01-11 22:55:17.409338,114,1
2026-01-11 22:55:17.508261,116,0
2026-01-11 22:55:17.616001,101,1
2026-01-11 22:55:17.624081,114,0
2026-01-11 22:55:17.758567,101,0
2026-01-11 22:55:17.838976,101,1
2026-01-11 22:55:17.950772,101,0
2026-01-11 22:55:18.142522,115,1
2026-01-11 22:55:18.327220,115,0
2026-01-11 22:55:18.444025,1333867602347754102,1
2026-01-11 22:55:18.597571,1333867602347754102,0
2026-01-11 22:55:18.682323,97,1
2026-01-11 22:55:18.805996,110,1
2026-01-11 22:55:18.823700,97,0
2026-01-11 22:55:18.903824,100,1
2026-01-11 22:55:18.910195,110,0
2026-01-11 22:55:19.023111,100,0
2026-01-11 22:55:19.057065,1333867602347754102,1
2026-01-11 22:55:19.141723,1333867602347754102,0
2026-01-11 22:55:19.157706,97,1
2026-01-11 22:55:19.252787,97,0
2026-01-11 22:55:19.252787,108,1
2026-01-11 22:55:19.358220,108,0
2026-01-11 22:55:19.399270,115,1
2026-01-11 22:55:19.496216,111,1
2026-01-11 22:55:19.503291,115,0
2026-01-11 22:55:19.574145,111,0
2026-01-11 22:55:19.645151,1333867602347754102,1
2026-01-11 22:55:19.747648,1333867602347754102,0
2026-01-11 22:55:20.002945,119,1
2026-01-11 22:55:20.140299,119,0
2026-01-11 22:55:21.148334,-7218085767767622603,1
2026-01-11 22:55:21.227791,-7218085767767622603,0
2026-01-11 22:55:21.339278,-7218085767767622603,1
2026-01-11 22:55:21.419016,-7218085767767622603,0
2026-01-11 22:55:21.958734,1333867602347754102,1
2026-01-11 22:55:22.106514,1333867602347754102,0
2026-01-11 22:55:22.292775,115,1
2026-01-11 22:55:22.451186,115,0
2026-01-11 22:55:22.657092,-7218085767767622603,1
2026-01-11 22:55:22.754695,-7218085767767622603,0
2026-01-11 22:55:22.770680,100,1
2026-01-11 22:55:22.908170,111,1
2026-01-11 22:55:22.944625,100,0
2026-01-11 22:55:23.057235,111,0
2026-01-11 22:55:23.087606,1333867602347754102,1
2026-01-11 22:55:23.165837,116,1
2026-01-11 22:55:23.186476,1333867602347754102,0
2026-01-11 22:55:23.275912,104,1
2026-01-11 22:55:23.285626,116,0
2026-01-11 22:55:23.371540,104,0
2026-01-11 22:55:23.371540,101,1
2026-01-11 22:55:23.498127,101,0
2026-01-11 22:55:23.498127,1333867602347754102,1
2026-01-11 22:55:23.640668,1333867602347754102,0
2026-01-11 22:55:23.911454,117,1
2026-01-11 22:55:24.005947,117,0
2026-01-11 22:55:24.149140,109,1
2026-01-11 22:55:24.228205,109,0
2026-01-11 22:55:24.345828,108,1
2026-01-11 22:55:24.451960,108,0
2026-01-11 22:55:24.462145,97,1
2026-01-11 22:55:24.596046,97,0
2026-01-11 22:55:24.611026,117,1
2026-01-11 22:55:24.703376,117,0
2026-01-11 22:55:24.801962,116,1
2026-01-11 22:55:24.897431,116,0
2026-01-11 22:55:24.961195,115,1
2026-01-11 22:55:25.120130,115,0
2026-01-11 22:55:25.168016,1333867602347754102,1
2026-01-11 22:55:25.278482,1333867602347754102,0
2026-01-11 22:55:25.278482,119,1
2026-01-11 22:55:25.399159,119,0
2026-01-11 22:55:26.251508,111,1
2026-01-11 22:55:26.570216,114,1
2026-01-11 22:55:26.681741,114,0
2026-01-11 22:55:26.761266,107,1
2026-01-11 22:55:26.856529,107,0
2026-01-11 22:55:26.967704,1333867602347754102,1
2026-01-11 22:55:27.048298,1333867602347754102,0
2026-01-11 22:55:27.143796,104,1
2026-01-11 22:55:27.223409,104,0
2026-01-11 22:55:27.524873,105,1
2026-01-11 22:55:27.636043,101,1
2026-01-11 22:55:27.699177,105,0
2026-01-11 22:55:27.746580,114,1
2026-01-11 22:55:27.825902,101,0
2026-01-11 22:55:27.932496,1333867602347754102,1
2026-01-11 22:55:27.936558,114,0
2026-01-11 22:55:28.030023,1333867602347754102,0
2026-01-11 22:55:28.825595,104,1
2026-01-11 22:55:28.904864,104,0
2026-01-11 22:55:29.257439,228,1
2026-01-11 22:55:29.321824,228,0
2026-01-11 22:55:29.407571,228,1
2026-01-11 22:55:29.493161,228,0
2026-01-11 22:55:29.565279,228,1
2026-01-11 22:55:29.637013,228,0
2026-01-11 22:55:29.732843,228,1
2026-01-11 22:55:29.783713,228,0
2026-01-11 22:55:29.891844,228,1
2026-01-11 22:55:29.974939,228,0
2026-01-11 22:55:30.050490,228,1
2026-01-11 22:55:30.162068,228,0
2026-01-11 22:55:30.367705,46,1
2026-01-11 22:55:30.446824,46,0
2026-01-11 22:55:30.524217,1333867602347754102,1
2026-01-11 22:55:30.637415,1333867602347754102,0
2026-01-11 22:55:30.701404,4533754430355704141,1
2026-01-11 22:55:30.972982,73,1
2026-01-11 22:55:31.025764,4533754430355704141,0
2026-01-11 22:55:31.083751,105,0
2026-01-11 22:55:31.099434,1333867602347754102,1
2026-01-11 22:55:31.256019,1333867602347754102,0
2026-01-11 22:55:31.326762,103,1
2026-01-11 22:55:31.480267,117,1
2026-01-11 22:55:31.499952,103,0
2026-01-11 22:55:31.622507,117,0
2026-01-11 22:55:31.628181,101,1
2026-01-11 22:55:31.749805,101,0
2026-01-11 22:55:31.829753,115,1
2026-01-11 22:55:31.929014,115,0
2026-01-11 22:55:32.020783,115,1
2026-01-11 22:55:32.137523,1333867602347754102,1
2026-01-11 22:55:32.139530,115,0
2026-01-11 22:55:32.258599,119,1
2026-01-11 22:55:32.274493,1333867602347754102,0
2026-01-11 22:55:32.354046,101,1
2026-01-11 22:55:32.433786,119,0
2026-01-11 22:55:32.578208,101,0
2026-01-11 22:55:32.589758,1333867602347754102,1
2026-01-11 22:55:32.688551,119,1
